1424304000,244
1424390400,240.25
1424476800,245
1424563200,235
1424649600,235
1424736000,239.75
1424822400,237.75
1424908800,238.5
1424995200,249
1425081600,240.00006025
1425168000,251
1425254400,269
1425340800,267.21999999
1425427200,280
1425513600,257.00012
1425600000,260
1425686400,260.00000522
1425772800,260.00003101
1425859200,264.00000533
1425945600,291
1426032000,276.00000001
1426118400,276.00000112
1426204800,275.11000009
1426291200,275.10000036
1426377600,282.10800036
1426464000,275
1426550400,275.00000003
1426636800,262.09000001
1426723200,264.84631516
1426809600,263.56083094
1426896000,263.19298262
1426982400,267.51684843
1427068800,260.67351138
1427155200,242.52550736
1427241600,247.47551488
1427328000,242.5255
1427414400,253.3527
1427500800,248.72849578
1427587200,247.96933001
1427673600,254.35279355
1427760000,249.33852966
1427846400,249
1427932800,255
1428019200,255
1428105600,254.42717667
1428192000,254.69622183
1428278400,254.69622183
1428364800,253.116
1428451200,248.28703147
1428537600,269
1428624000,236.195
1428710400,234.8725
1428796800,232.05
1428883200,245.99999987
1428969600,219.90926541
1429056000,225.1293
1429142400,229.57789808
1429228800,223.48807719
1429315200,221.5
1429401600,223.57789808
1429488000,223.57789808
1429574400,229.7512
1429660800,230.5666
1429747200,231.55429753
1429833600,235.0896
1429920000,223.57789808
1430006400,212.1681
1430092800,219.01
1430179200,227
1430265600,227
1430352000,241.997374
1430438400,233.1665
1430524800,235
1430611200,239.4042
1430697600,233.99829863
1430784000,231.0154
1430870400,225
1430956800,225
1431043200,249.53240001
1431129600,238.5565
1431216000,246.25
1431302400,241.1937
1431388800,244.90444044
1431475200,239.39988755
1431561600,243.26620001
1431648000,243.31250001
1431734400,243.5
1431820800,243.31250001
1431907200,242.42424242
1431993600,243.99999999
1432080000,232.52023435
1432166400,232.52549999
1432252800,236.50775007
1432339200,241.78343249
1432425600,243
1432512000,234.947125
1432598400,235.32585376
1432684800,239.8186175
1432771200,237.7
1432857600,237.35460214
1432944000,234.326575
1433030400,233.00000001
1433116800,231.33781455
1433203200,232.9999998
1433289600,232.99999995
1433376000,225
1433462400,229
1433548800,226.99999844
1433635200,230
1433721600,229.999999
1433808000,230
1433894400,237
1433980800,239.99899992
1434067200,230
1434153600,239.99899992
1434240000,239
1434326400,237
1434412800,234.32
1434499200,250
1434585600,252.76067842
1434672000,249.99999989
1434758400,241.704225
1434844800,246.49999999
1434931200,245
1435017600,244
1435104000,237.14437355
1435190400,244.25750294
1435276800,244.8
1435363200,250
1435449600,249.98999999
1435536000,255.66999999
1435622400,259.365275
1435708800,263.05759894
1435795200,255
1435881600,256.22301049
1435968000,257
1436054400,266.99
1436140800,268.03348967
1436227200,262.89154266
1436313600,270.00000001
1436400000,267.1
1436486400,286
1436572800,290.00000001
1436659200,312
1436745600,288.88888699
1436832000,288.888887
1436918400,283.32791599
1437004800,281.43066515
1437091200,280.134925
1437177600,275.519275
1437264000,277.99999883
1437350400,281.9264
1437436800,279.86050498
1437523200,278.00000001
1437609600,278
1437696000,284
1437782400,283.93117501
1437868800,288.05340001
1437955200,293.19131973
1438041600,291.45133763
1438128000,295.14679126
1438214400,284.61055662
1438300800,285.049
1438387200,279.84502254
1438473600,286.438075
1438560000,288.96564431
1438646400,288
1438732800,287.5698
1438819200,283.738175
1438905600,275.9225
1438992000,263
1439078400,268.86343705
1439164800,266.21932357
1439251200,269.25604587
1439337600,265.413175
1439424000,263
1439510400,265
1439596800,258.27685
1439683200,256.76429583
1439769600,262.37255219
1439856000,178.7193125
1439942400,226.99999929
1440028800,234
1440115200,233.13000186
1440201600,230.25950309
1440288000,228.4526468
1440374400,211
1440460800,219.99000003
