0.10816;0.10742;0.10816
0.10742;0.10816;0.1078
0.10816;0.1078;0.10629
0.1078;0.10629;0.1073
0.10629;0.1073;0.1076
0.1073;0.1076;0.10725
0.1076;0.10725;0.10644
0.10725;0.10644;0.10541
0.10644;0.10541;0.10595
0.10541;0.10595;0.10492
0.10595;0.10492;0.10519
0.10492;0.10519;0.10625
0.10519;0.10625;0.10589
0.10625;0.10589;0.10497
0.10589;0.10497;0.10517
0.10497;0.10517;0.10537
0.10517;0.10537;0.10683
0.10537;0.10683;0.10822
0.10683;0.10822;0.1076
0.10822;0.1076;0.10697
0.1076;0.10697;0.1061
0.10697;0.1061;0.10671
0.1061;0.10671;0.10679
0.10671;0.10679;0.108
0.10679;0.108;0.10681
0.108;0.10681;0.10851
0.10681;0.10851;0.10771
0.10851;0.10771;0.10884
0.10771;0.10884;0.10922
0.10884;0.10922;0.10866
0.10922;0.10866;0.10978
0.10866;0.10978;0.10986
0.10978;0.10986;0.10798
0.10986;0.10798;0.10828
0.10798;0.10828;0.1083
0.10828;0.1083;0.10775
0.1083;0.10775;0.10846
0.10775;0.10846;0.10861
0.10846;0.10861;0.10696
0.10861;0.10696;0.10699
0.10696;0.10699;0.10709
0.10699;0.10709;0.10816
0.10709;0.10816;0.10755
0.10816;0.10755;0.10749
0.10755;0.10749;0.10837
0.10749;0.10837;0.10798
0.10837;0.10798;0.10868
0.10798;0.10868;0.10814
0.10868;0.10814;0.10734
0.10814;0.10734;0.10647
0.10734;0.10647;0.10617
0.10647;0.10617;0.10605
0.10617;0.10605;0.10634
0.10605;0.10634;0.10652
0.10634;0.10652;0.1062
0.10652;0.1062;0.10547
0.1062;0.10547;0.10502
0.10547;0.10502;0.10555
0.10502;0.10555;0.10571
0.10555;0.10571;0.10626
0.10571;0.10626;0.10593
0.10626;0.10593;0.10494
0.10593;0.10494;0.10494
0.10494;0.10494;0.10443
0.10494;0.10443;0.10491
0.10443;0.10491;0.10583
0.10491;0.10583;0.10595
0.10583;0.10595;0.10582
0.10595;0.10582;0.10484
0.10582;0.10484;0.1047
0.10484;0.1047;0.10561
0.1047;0.10561;0.10534
0.10561;0.10534;0.10568
0.10534;0.10568;0.10613
0.10568;0.10613;0.10599
0.10613;0.10599;0.10503
0.10599;0.10503;0.10555
0.10503;0.10555;0.10475
0.10555;0.10475;0.10397
0.10475;0.10397;0.10329
0.10397;0.10329;0.10374
0.10329;0.10374;0.104
0.10374;0.104;0.10453
0.104;0.10453;0.10421
0.10453;0.10421;0.10328
0.10421;0.10328;0.1042
0.10328;0.1042;0.10369
0.1042;0.10369;0.10318
0.10369;0.10318;0.10327
0.10318;0.10327;0.1022
0.10327;0.1022;0.10192
0.1022;0.10192;0.10203
0.10192;0.10203;0.10225
0.10203;0.10225;0.10293
0.10225;0.10293;0.10243
0.10293;0.10243;0.10312
0.10243;0.10312;0.10306
0.10312;0.10306;0.10372
0.10306;0.10372;0.10374
0.10372;0.10374;0.10426
0.10374;0.10426;0.10513
0.10426;0.10513;0.10501
0.10513;0.10501;0.10465
0.10501;0.10465;0.10497
0.10465;0.10497;0.10488
0.10497;0.10488;0.10526
0.10488;0.10526;0.10557
0.10526;0.10557;0.10608
0.10557;0.10608;0.10616
0.10608;0.10616;0.10504
0.10616;0.10504;0.10583
0.10504;0.10583;0.10605
0.10583;0.10605;0.10468
0.10605;0.10468;0.10399
0.10468;0.10399;0.10373
0.10399;0.10373;0.10391
0.10373;0.10391;0.10354
0.10391;0.10354;0.10343
0.10354;0.10343;0.10441
0.10343;0.10441;0.10361
0.10441;0.10361;0.10445
0.10361;0.10445;0.10405
0.10445;0.10405;0.10413
0.10405;0.10413;0.10516
0.10413;0.10516;0.10485
0.10516;0.10485;0.10461
0.10485;0.10461;0.10405
0.10461;0.10405;0.10388
0.10405;0.10388;0.10521
0.10388;0.10521;0.1051
0.10521;0.1051;0.10448
0.1051;0.10448;0.10538
0.10448;0.10538;0.10506
0.10538;0.10506;0.10549
0.10506;0.10549;0.10616
0.10549;0.10616;0.1065
0.10616;0.1065;0.10616
0.1065;0.10616;0.1066
0.10616;0.1066;0.10638
0.1066;0.10638;0.10618
0.10638;0.10618;0.10706
0.10618;0.10706;0.10692
0.10706;0.10692;0.10728
0.10692;0.10728;0.10719
0.10728;0.10719;0.10673
0.10719;0.10673;0.10722
0.10673;0.10722;0.10753
0.10722;0.10753;0.10816
0.10753;0.10816;0.10805
0.10816;0.10805;0.10839
0.10805;0.10839;0.10912
0.10839;0.10912;0.10874
0.10912;0.10874;0.10862
0.10874;0.10862;0.10773
0.10862;0.10773;0.11026
0.10773;0.11026;0.11036
0.11026;0.11036;0.1106
0.11036;0.1106;0.10957
0.1106;0.10957;0.10705
0.10957;0.10705;0.10666
0.10705;0.10666;0.10648
0.10666;0.10648;0.10679
