1.4.1996,0.551097570693209,0.32056147189985185,0.25963662861291614,0.010375,H,600.0,0
2.4.1996,0.9088547732553408,0.7852709996500452,0.7303014420982155,0.010375,H,600.0,0
3.4.1996,0.3043283857020304,0.6079506493703357,0.7482936419155609,0.01025,H,600.0,0
4.4.1996,0.7777871889881895,0.8593441618325852,0.7155788794266548,0.010375,H,600.0,0
8.4.1996,0.6349564204977922,0.43579571847564263,0.7732334432698565,0.010125,H,600.0,0
9.4.1996,0.8515353340932086,0.8864972689015094,0.6661636141866596,0.0103125,H,600.0,0
10.4.1996,0.46445091096951613,0.3627786989220769,0.8449010512653627,0.0103125,H,600.0,0
11.4.1996,0.9138041880373143,0.8334703009083752,0.49785855847211874,0.01025,H,600.0,0
12.4.1996,0.28936989678110475,0.5004260300896386,0.9497806446443626,0.01025,H,600.0,0
15.4.1996,0.7554591581926805,0.9013589152831919,0.18121148575491164,0.010375,B,600.0,57.83132530120482
16.4.1996,0.6786977875350573,0.3205631989544917,0.563700909695881,0.0105,H,607.2289156626506,57.83132530120482
17.4.1996,0.8011322036539691,0.7852732342909642,0.934381682089807,0.0104375,S,603.6144578313254,0
18.4.1996,0.5853056160828382,0.6079460525753712,0.23293818206317216,0.010375,H,603.6144578313254,0
19.4.1996,0.8917125630311397,0.8593477399880524,0.6788320205039161,0.0105,H,603.6144578313254,0
22.4.1996,0.35474558579579185,0.43578644676172446,0.828296510960363,0.0105625,H,603.6144578313254,0
23.4.1996,0.8409342181084248,0.886492976074071,0.5403264465380341,0.010625,H,603.6144578313254,0
24.4.1996,0.49142000195951285,0.36279066289743156,0.9436197357223365,0.0106875,H,603.6144578313254,0
25.4.1996,0.9181764411107192,0.8334821385767847,0.20212284168977016,0.0106875,H,603.6144578313254,0
26.4.1996,0.27600601741410974,0.5003975645709834,0.6126926921425945,0.0108125,H,603.6144578313254,0
29.4.1996,0.7341208306589666,0.9013589998092643,0.9015496819106484,0.010875,B,603.6144578313254,55.50477773161612
29.4.1996,0.7341208306589666,0.9013589998092643,0.9015496819106484,0.010875,S,603.6144578313254,0
30.4.1996,0.7170771782020746,0.320562954323368,0.33720814863523074,0.0106875,H,603.6144578313254,0
